=======================================================
acc,=,23.0
use_set,=,libri
hold_sec,=,1.0
batch_size_val,=,2
continue_from,=,models/deepspeech_20.pth.tar
save_folder,=,models/
force_duration,=,-1.0
hold_idx,=,-1
start_epoch,=,-1
checkpoint,=,True
seed,=,1
model_path,=,models/deepspeech_final.pth.tar
batch_1_file,=,fd-1.0_bs1_gpuFalse.csv
n_trials,=,-1
cpu,=,1
=======================================================
batch_num,batch_latency,batch_duration_s,batch_seq_len,batch_size_kb,item_num,item_latency,item_duration_s,item_seq_len,item_size_kb,word_count,char_count,word_err_count,char_err_count,pred,target
data
1,0.870384931564,2.705,272,86.648,1,0.528753042221,1.285,129,41.164,2,7,0,0,A STORY,A STORY
1,0.870384931564,2.705,272,86.648,2,0.551276922226,1.42,143,45.484,1,9,0,0,DIRECTION,DIRECTION
2,0.995390176773,3.115,313,99.768,3,0.566689968109,1.485,149,47.564,2,9,2,4,FIRST TOO,VERSE TWO
2,0.995390176773,3.115,313,99.768,4,0.639128923416,1.63,164,52.204,2,7,1,2,OH AMIEL,OH EMIL
3,0.969279050827,3.38,339,108.248,5,0.708456039429,1.685,169,53.964,2,9,1,3,INDEED,INDEED AH
3,0.969279050827,3.38,339,108.248,6,0.684467792511,1.695,170,54.284,2,14,2,2,FAREWEL MADAME,FAREWELL MADAM
4,1.03442406654,3.535,355,113.208,7,0.68714594841,1.74,175,55.724,2,10,2,4,FOR ALC,POOR ALICE
4,1.03442406654,3.535,355,113.208,8,0.694463968277,1.795,180,57.484,4,19,0,0,THERE JUST IN FRONT,THERE JUST IN FRONT
5,1.05850410461,3.615,363,115.768,9,0.723665952682,1.805,181,57.804,3,14,3,7,FA NSTERS NI,HANS STIRS NOT
5,1.05850410461,3.615,363,115.768,10,0.707838058472,1.81,182,57.964,1,6,1,3,THENISE,VENICE
6,1.0302670002,3.625,364,116.088,11,0.712206125259,1.81,182,57.964,2,12,1,1,MARIE SIHED,MARIE SIGHED
6,1.0302670002,3.625,364,116.088,12,0.728120088577,1.815,182,58.124,3,13,0,0,WHAT WAS THAT,WHAT WAS THAT
7,1.05209112167,3.645,366,116.728,13,0.738590955734,1.82,183,58.284,5,23,0,0,WILL YOU FORGIVE ME NOW,WILL YOU FORGIVE ME NOW
7,1.05209112167,3.645,366,116.728,14,0.74950003624,1.825,183,58.444,5,24,3,8,PAUST IX TO HIS THE,PAUL STICKS TO HIS THEME
8,1.0874311924,3.75,377,120.088,15,0.75909614563,1.87,188,59.884,2,5,1,2,I ME,AY ME
8,1.0874311924,3.75,377,120.088,16,0.806533098221,1.88,189,60.204,7,28,2,2,THERE'S NO FEAR OF THAT SIR,THERE IS NO FEAR OF THAT SIR
9,1.12201809883,3.795,381,121.528,17,0.767469882965,1.895,190,60.684,4,26,3,8,THEREA SHE SOMDENLY REMAR,THEN SHE SUDDENLY REMARKED
9,1.12201809883,3.795,381,121.528,18,0.797554969788,1.9,191,60.844,5,21,0,0,I MUST KNOW ABOUT YOU,I MUST KNOW ABOUT YOU
10,1.11647510529,3.81,382,122.008,19,0.766839981079,1.905,191,61.004,5,25,2,6,I DOITING YOUR KITCHEN,I DELIGHT IN YOUR KITCHEN
10,1.11647510529,3.81,382,122.008,20,0.768532991409,1.905,191,61.004,4,21,3,5,TINK YOU DORCASTER,THANK YOU DORCAS DEAR
11,1.10975193977,3.82,383,122.328,21,0.77562212944,1.905,191,61.004,2,16,0,0,EXPLAIN YOURSELF,EXPLAIN YOURSELF
11,1.10975193977,3.82,383,122.328,22,0.762588977814,1.915,192,61.324,4,18,0,0,HE KNOWS THEM BOTH,HE KNOWS THEM BOTH
12,1.18473887444,3.86,388,123.608,23,0.769628047943,1.92,193,61.484,4,21,0,0,YOU ARE POSITIVE THEN,YOU ARE POSITIVE THEN
12,1.18473887444,3.86,388,123.608,24,0.806561946869,1.94,195,62.124,4,20,0,0,IT IS ANNOYANCE THEN,IT IS ANNOYANCE THEN
13,1.16641807556,3.895,391,124.728,25,0.847837209702,1.945,195,62.284,5,23,1,1,IT WAS WRITTEN IN LETIN,IT WAS WRITTEN IN LATIN
13,1.16641807556,3.895,391,124.728,26,0.809829950333,1.95,196,62.444,8,33,1,1,HAVE I TOLD YOU ABOUT MY NEW PLA,HAVE I TOLD YOU ABOUT MY NEW PLAY
14,1.14115810394,3.91,392,125.208,27,0.813552856445,1.955,196,62.604,4,21,4,8,SUPPOSITS OF BRAND,SUPPOSE IT'S A FRIEND
14,1.14115810394,3.91,392,125.208,28,0.80780506134,1.955,196,62.604,6,30,1,2,WHERE WAS THE USE OF AMAGININ,WHERE WAS THE USE OF IMAGINING
15,1.1541390419,3.935,395,126.008,29,0.821954011917,1.96,197,62.764,6,27,0,0,THAT'S THE WAY OF THE WORLD,THAT'S THE WAY OF THE WORLD
15,1.1541390419,3.935,395,126.008,30,0.813975811005,1.975,198,63.244,3,22,1,1,EXPERIENCE PROVES THAS,EXPERIENCE PROVES THIS
16,1.20041012764,3.955,397,126.648,31,0.803303956985,1.975,198,63.244,8,35,2,1,WE DON'T KNOW WHEREIT WILL TAKE US,WE DON'T KNOW WHERE IT WILL TAKE US
