batch times pre normalized by hold_sec =,1
wer, -1
cer, -1
bs, -1
hold_idx, -1
cuda, -1
avg batch time, -1
50%-tile latency, -1
99%-tile latency, -1
through put, -1
data
0.0681891441345,2,7,1,1,A STOR,A STORY
0.0730509757996,1,9,0,0,DIRECTION,DIRECTION
0.0764670372009,2,9,2,4,FIRST TOO,VERSE TWO
0.0850899219513,2,7,1,2,OH AMIEL,OH EMIL
0.089527130127,2,9,1,3,INDEED,INDEED AH
0.0894181728363,2,14,2,2,FAREWEL MADAME,FAREWELL MADAM
0.0924589633942,2,10,2,3,FOR ALCE,POOR ALICE
0.0946841239929,4,19,0,0,THERE JUST IN FRONT,THERE JUST IN FRONT
0.0958337783813,3,14,3,7,FA NSTERS NI,HANS STIRS NOT
0.0956981182098,1,6,1,3,THENISE,VENICE
0.0957450866699,2,12,1,1,MARIE SIHED,MARIE SIGHED
0.0958769321442,3,13,0,0,WHAT WAS THAT,WHAT WAS THAT
0.0970079898834,5,23,0,0,WILL YOU FORGIVE ME NOW,WILL YOU FORGIVE ME NOW
0.0970389842987,5,24,3,8,PAUST IX TO HIS THE,PAUL STICKS TO HIS THEME
0.100776195526,2,5,1,2,I ME,AY ME
0.102073907852,7,28,2,2,THERE'S NO FEAR OF THAT SIR,THERE IS NO FEAR OF THAT SIR
0.102242946625,4,26,3,8,THEREA SHE SOMDENLY REMAR,THEN SHE SUDDENLY REMARKED
0.100744962692,5,21,0,0,I MUST KNOW ABOUT YOU,I MUST KNOW ABOUT YOU
0.100695133209,5,25,2,6,I DOITING YOUR KITCHEN,I DELIGHT IN YOUR KITCHEN
0.100783109665,4,21,3,5,TINK YOU DORCASTER,THANK YOU DORCAS DEAR
0.100764989853,2,16,0,0,EXPLAIN YOURSELF,EXPLAIN YOURSELF
0.10073184967,4,18,0,0,HE KNOWS THEM BOTH,HE KNOWS THEM BOTH
0.101951122284,4,21,0,0,YOU ARE POSITIVE THEN,YOU ARE POSITIVE THEN
0.103193998337,4,20,0,0,IT IS ANNOYANCE THEN,IT IS ANNOYANCE THEN
0.103208780289,5,23,1,1,IT WAS WRITTEN IN LETIN,IT WAS WRITTEN IN LATIN
0.10320687294,8,33,1,1,HAVE I TOLD YOU ABOUT MY NEW PLA,HAVE I TOLD YOU ABOUT MY NEW PLAY
0.103193044662,6,30,1,2,WHERE WAS THE USE OF AMAGININ,WHERE WAS THE USE OF IMAGINING
0.103104114532,4,21,4,8,SUPPOSITS OF BRAND,SUPPOSE IT'S A FRIEND
0.104245901108,6,27,0,0,THAT'S THE WAY OF THE WORLD,THAT'S THE WAY OF THE WORLD
0.104276895523,8,35,2,1,WE DON'T KNOW WHEREIT WILL TAKE US,WE DON'T KNOW WHERE IT WILL TAKE US
0.104322910309,3,22,1,1,EXPERIENCE PROVES THAS,EXPERIENCE PROVES THIS
0.105572938919,4,18,1,1,I WILL PRACTISE IT,I WILL PRACTICE IT
0.105655908585,6,23,0,0,ONLY FOR A MINUTE OR SO,ONLY FOR A MINUTE OR SO
0.105568885803,6,29,3,3,BUT WE'REGOING JUST E SAME,BUT WE'RE GOING JUST THE SAME
0.105401992798,6,28,1,1,I NAMED NINE OTHERS IND SAID,I NAMED NINE OTHERS AND SAID
0.105520963669,3,20,1,6,FERNETIAN VERY GOOD,PHOENICIAN VERY GOOD
0.106611013412,5,22,0,0,NO GOOD MY DEAR WATSON,NO GOOD MY DEAR WATSON
0.106625080109,4,22,4,11,FOU TELL O LA,WON'T YOU TELL DOUGLAS
0.106647014618,5,28,2,2,AT ANOTHER TIME HAROLD ASKE,AT ANOTHER TIME HARALD ASKED
0.106695890427,3,15,1,1,YES SAID RECHEL,YES SAID RACHEL
0.107979059219,6,28,4,6,THE LAT A JECKEDHIM THEN,THE LAD HAD CHECKED HIM THEN
0.107755899429,5,28,1,1,TO MORROW AS THE EXAMINATION,TO MORROW IS THE EXAMINATION
0.107784986496,2,13,1,2,SQUEAK SQUICK,SQUEAK SQUEAK
0.107784032822,8,33,3,6,HE WAS THE LAST ATURND TO CRYST,HE WAS THE LAST TO TURN TO CHRIST
0.107774972916,6,33,2,2,FROBABLY NOT TLL THE SECOND POST,PROBABLY NOT TILL THE SECOND POST
0.107825040817,5,29,5,14,AD AXANDER THAT OU SLEEPLY,ALEXANDRA LETS YOU SLEEP LATE
0.109099149704,6,29,2,4,IT A STOCK COMPANY IN RICH,IT'S A STOCK COMPANY AND RICH
