=======================================================
acc,=,23.0
use_set,=,libri
hold_sec,=,1.0
batch_size_val,=,8
continue_from,=,models/deepspeech_20.pth.tar
save_folder,=,models/
force_duration,=,-1.0
hold_idx,=,-1
start_epoch,=,-1
checkpoint,=,True
seed,=,1
model_path,=,models/deepspeech_final.pth.tar
batch_1_file,=,fd-1.0_bs1_gpuTrue.csv
n_trials,=,-1
cpu,=,0
=======================================================
batch_num,batch_latency,batch_duration_s,batch_seq_len,batch_size_kb,item_num,item_latency,item_duration_s,item_seq_len,item_size_kb,word_count,char_count,word_err_count,char_err_count,pred,target
data
1,3.7733309269,12.735,1279,407.872,1,0.119105815887,12.735,1279,407.872,2,7,0,0,A STORY,A STORY
1,3.7733309269,12.735,1279,407.872,2,0.00583100318909,1.42,143,45.484,1,9,0,0,DIRECTION,DIRECTION
1,3.7733309269,12.735,1279,407.872,3,0.00526404380798,1.485,149,47.564,2,9,2,4,FIRST TOO,VERSE TWO
1,3.7733309269,12.735,1279,407.872,4,0.00633502006531,1.63,164,52.204,2,7,1,2,OH AMIEL,OH EMIL
1,3.7733309269,12.735,1279,407.872,5,0.00574803352356,1.685,169,53.964,2,9,1,3,INDEED,INDEED AH
1,3.7733309269,12.735,1279,407.872,6,0.00571608543396,1.695,170,54.284,2,14,2,2,FAREWEL MADAME,FAREWELL MADAM
1,3.7733309269,12.735,1279,407.872,7,0.00603604316711,1.74,175,55.724,2,10,2,4,FOR ALC,POOR ALICE
1,3.7733309269,12.735,1279,407.872,8,0.00596308708191,1.795,180,57.484,4,19,0,0,THERE JUST IN FRONT,THERE JUST IN FRONT
2,0.0123839378357,14.635,1470,468.672,9,0.00597715377808,14.635,1470,468.672,3,14,3,7,FA NSTERS NI,HANS STIRS NOT
2,0.0123839378357,14.635,1470,468.672,10,0.00598692893982,1.81,182,57.964,1,6,1,3,THENISE,VENICE
2,0.0123839378357,14.635,1470,468.672,11,0.00598001480103,1.81,182,57.964,2,12,1,1,MARIE SIHED,MARIE SIGHED
2,0.0123839378357,14.635,1470,468.672,12,0.00706100463867,1.815,182,58.124,3,13,0,0,WHAT WAS THAT,WHAT WAS THAT
2,0.0123839378357,14.635,1470,468.672,13,0.00603199005127,1.82,183,58.284,5,23,0,0,WILL YOU FORGIVE ME NOW,WILL YOU FORGIVE ME NOW
2,0.0123839378357,14.635,1470,468.672,14,0.00601196289062,1.825,183,58.444,5,24,3,8,PAUST IX TO HIS THE,PAUL STICKS TO HIS THEME
2,0.0123839378357,14.635,1470,468.672,15,0.00608992576599,1.87,188,59.884,2,5,1,2,I ME,AY ME
2,0.0123839378357,14.635,1470,468.672,16,0.00610995292664,1.88,189,60.204,7,28,2,2,THERE'S NO FEAR OF THAT SIR,THERE IS NO FEAR OF THAT SIR
3,0.0128061771393,15.285,1534,489.472,17,0.00631403923035,15.285,1534,489.472,4,26,3,8,THEREA SHE SOMDENLY REMAR,THEN SHE SUDDENLY REMARKED
3,0.0128061771393,15.285,1534,489.472,18,0.00615000724792,1.9,191,60.844,5,21,0,0,I MUST KNOW ABOUT YOU,I MUST KNOW ABOUT YOU
3,0.0128061771393,15.285,1534,489.472,19,0.00612688064575,1.905,191,61.004,5,25,2,6,I DOITING YOUR KITCHEN,I DELIGHT IN YOUR KITCHEN
3,0.0128061771393,15.285,1534,489.472,20,0.00614500045776,1.905,191,61.004,4,21,3,5,TINK YOU DORCASTER,THANK YOU DORCAS DEAR
3,0.0128061771393,15.285,1534,489.472,21,0.0061309337616,1.905,191,61.004,2,16,0,0,EXPLAIN YOURSELF,EXPLAIN YOURSELF
3,0.0128061771393,15.285,1534,489.472,22,0.00630903244019,1.915,192,61.324,4,18,0,0,HE KNOWS THEM BOTH,HE KNOWS THEM BOTH
3,0.0128061771393,15.285,1534,489.472,23,0.0061891078949,1.92,193,61.484,4,21,0,0,YOU ARE POSITIVE THEN,YOU ARE POSITIVE THEN
3,0.0128061771393,15.285,1534,489.472,24,0.00620794296265,1.94,195,62.124,4,20,0,0,IT IS ANNOYANCE THEN,IT IS ANNOYANCE THEN
4,0.0108821392059,15.695,1575,502.592,25,0.00619697570801,15.695,1575,502.592,5,23,1,1,IT WAS WRITTEN IN LETIN,IT WAS WRITTEN IN LATIN
