=======================================================
acc,=,23.0
use_set,=,libri
hold_sec,=,1.0
batch_size_val,=,2
continue_from,=,models/deepspeech_20.pth.tar
save_folder,=,models/
force_duration,=,-1.0
hold_idx,=,-1
start_epoch,=,-1
checkpoint,=,True
seed,=,1
model_path,=,models/deepspeech_final.pth.tar
batch_1_file,=,fd-1.0_bs1_gpuFalse.csv
n_trials,=,-1
cpu,=,1
=======================================================
batch_num,batch_latency,batch_duration_s,batch_seq_len,batch_size_kb,item_num,item_latency,item_duration_s,item_seq_len,item_size_kb,word_count,char_count,word_err_count,char_err_count,pred,target
data
1,0.889868974686,2.705,272,86.648,1,0.523102998734,1.285,129,41.164,2,7,0,0,A STORY,A STORY
1,0.889868974686,2.705,272,86.648,2,0.528573989868,1.42,143,45.484,1,9,0,0,DIRECTION,DIRECTION
2,0.900506019592,3.115,313,99.768,3,0.533844947815,1.485,149,47.564,2,9,2,4,FIRST TOO,VERSE TWO
2,0.900506019592,3.115,313,99.768,4,0.626873016357,1.63,164,52.204,2,7,1,2,OH AMIEL,OH EMIL
3,0.918313026428,3.38,339,108.248,5,0.622700929642,1.685,169,53.964,2,9,1,3,INDEED,INDEED AH
3,0.918313026428,3.38,339,108.248,6,0.619916915894,1.695,170,54.284,2,14,2,2,FAREWEL MADAME,FAREWELL MADAM
4,1.02232909203,3.535,355,113.208,7,0.663465023041,1.74,175,55.724,2,10,2,4,FOR ALC,POOR ALICE
4,1.02232909203,3.535,355,113.208,8,0.680371046066,1.795,180,57.484,4,19,0,0,THERE JUST IN FRONT,THERE JUST IN FRONT
5,1.05649590492,3.615,363,115.768,9,0.687858819962,1.805,181,57.804,3,14,3,7,FA NSTERS NI,HANS STIRS NOT
5,1.05649590492,3.615,363,115.768,10,0.673032999039,1.81,182,57.964,1,6,1,3,THENISE,VENICE
6,1.00818300247,3.625,364,116.088,11,0.694506883621,1.81,182,57.964,2,12,1,1,MARIE SIHED,MARIE SIGHED
6,1.00818300247,3.625,364,116.088,12,0.699893951416,1.815,182,58.124,3,13,0,0,WHAT WAS THAT,WHAT WAS THAT
7,1.04370594025,3.645,366,116.728,13,0.715461015701,1.82,183,58.284,5,23,0,0,WILL YOU FORGIVE ME NOW,WILL YOU FORGIVE ME NOW
7,1.04370594025,3.645,366,116.728,14,0.701649188995,1.825,183,58.444,5,24,3,8,PAUST IX TO HIS THE,PAUL STICKS TO HIS THEME
8,1.09007906914,3.75,377,120.088,15,0.726001977921,1.87,188,59.884,2,5,1,2,I ME,AY ME
8,1.09007906914,3.75,377,120.088,16,0.710441827774,1.88,189,60.204,7,28,2,2,THERE'S NO FEAR OF THAT SIR,THERE IS NO FEAR OF THAT SIR
9,1.11207890511,3.795,381,121.528,17,0.71276807785,1.895,190,60.684,4,26,3,8,THEREA SHE SOMDENLY REMAR,THEN SHE SUDDENLY REMARKED
9,1.11207890511,3.795,381,121.528,18,0.727095842361,1.9,191,60.844,5,21,0,0,I MUST KNOW ABOUT YOU,I MUST KNOW ABOUT YOU
10,1.083974123,3.81,382,122.008,19,0.725624084473,1.905,191,61.004,5,25,2,6,I DOITING YOUR KITCHEN,I DELIGHT IN YOUR KITCHEN
10,1.083974123,3.81,382,122.008,20,0.727179050446,1.905,191,61.004,4,21,3,5,TINK YOU DORCASTER,THANK YOU DORCAS DEAR
