=======================================================
acc,=,23.0
use_set,=,libri
hold_sec,=,1.0
batch_size_val,=,16
continue_from,=,models/deepspeech_20.pth.tar
save_folder,=,models/
force_duration,=,-1.0
hold_idx,=,-1
start_epoch,=,-1
checkpoint,=,True
seed,=,1
model_path,=,models/deepspeech_final.pth.tar
batch_1_file,=,fd-1.0_bs1_gpuFalse.csv
n_trials,=,-1
cpu,=,1
=======================================================
batch_num,batch_latency,batch_duration_s,batch_seq_len,batch_size_kb,item_num,item_latency,item_duration_s,item_seq_len,item_size_kb,word_count,char_count,word_err_count,char_err_count,pred,target
data
1,2.54561495781,27.37,2749,876.544,1,0.469630002975,1.285,129,41.164,2,7,0,0,A STORY,A STORY
1,2.54561495781,27.37,2749,876.544,2,0.509371042252,1.42,143,45.484,1,9,0,0,DIRECTION,DIRECTION
1,2.54561495781,27.37,2749,876.544,3,0.538433790207,1.485,149,47.564,2,9,2,4,FIRST TOO,VERSE TWO
1,2.54561495781,27.37,2749,876.544,4,0.592862129211,1.63,164,52.204,2,7,1,2,OH AMIEL,OH EMIL
1,2.54561495781,27.37,2749,876.544,5,0.617737054825,1.685,169,53.964,2,9,1,3,INDEED,INDEED AH
1,2.54561495781,27.37,2749,876.544,6,0.647550106049,1.695,170,54.284,2,14,2,2,FAREWEL MADAME,FAREWELL MADAM
1,2.54561495781,27.37,2749,876.544,7,0.667197942734,1.74,175,55.724,2,10,2,3,FOR ALCE,POOR ALICE
1,2.54561495781,27.37,2749,876.544,8,0.701447963715,1.795,180,57.484,4,19,0,0,THERE JUST IN FRONT,THERE JUST IN FRONT
1,2.54561495781,27.37,2749,876.544,9,0.671658039093,1.805,181,57.804,3,14,3,7,FA NSTERS NI,HANS STIRS NOT
1,2.54561495781,27.37,2749,876.544,10,0.686910152435,1.81,182,57.964,1,6,1,3,THENISE,VENICE
1,2.54561495781,27.37,2749,876.544,11,0.665190935135,1.81,182,57.964,2,12,1,1,MARIE SIHED,MARIE SIGHED
1,2.54561495781,27.37,2749,876.544,12,0.680702924728,1.815,182,58.124,3,13,0,0,WHAT WAS THAT,WHAT WAS THAT
1,2.54561495781,27.37,2749,876.544,13,0.688734054565,1.82,183,58.284,5,23,0,0,WILL YOU FORGIVE ME NOW,WILL YOU FORGIVE ME NOW
1,2.54561495781,27.37,2749,876.544,14,0.686129808426,1.825,183,58.444,5,24,3,8,PAUST IX TO HIS THE,PAUL STICKS TO HIS THEME
1,2.54561495781,27.37,2749,876.544,15,0.693819046021,1.87,188,59.884,2,5,1,2,I ME,AY ME
1,2.54561495781,27.37,2749,876.544,16,0.697246074677,1.88,189,60.204,7,28,2,2,THERE'S NO FEAR OF THAT SIR,THERE IS NO FEAR OF THAT SIR
2,2.41535305977,30.98,3109,992.064,17,0.714771986008,1.895,190,60.684,4,26,3,8,THEREA SHE SOMDENLY REMAR,THEN SHE SUDDENLY REMARKED
2,2.41535305977,30.98,3109,992.064,18,0.713897943497,1.9,191,60.844,5,21,0,0,I MUST KNOW ABOUT YOU,I MUST KNOW ABOUT YOU
2,2.41535305977,30.98,3109,992.064,19,0.730852127075,1.905,191,61.004,5,25,2,6,I DOITING YOUR KITCHEN,I DELIGHT IN YOUR KITCHEN
2,2.41535305977,30.98,3109,992.064,20,0.719334125519,1.905,191,61.004,4,21,3,5,TINK YOU DORCASTER,THANK YOU DORCAS DEAR
2,2.41535305977,30.98,3109,992.064,21,0.74542093277,1.905,191,61.004,2,16,0,0,EXPLAIN YOURSELF,EXPLAIN YOURSELF
2,2.41535305977,30.98,3109,992.064,22,0.717855930328,1.915,192,61.324,4,18,0,0,HE KNOWS THEM BOTH,HE KNOWS THEM BOTH
2,2.41535305977,30.98,3109,992.064,23,0.732516050339,1.92,193,61.484,4,21,0,0,YOU ARE POSITIVE THEN,YOU ARE POSITIVE THEN
2,2.41535305977,30.98,3109,992.064,24,0.727121114731,1.94,195,62.124,4,20,0,0,IT IS ANNOYANCE THEN,IT IS ANNOYANCE THEN
2,2.41535305977,30.98,3109,992.064,25,0.752990007401,1.945,195,62.284,5,23,1,1,IT WAS WRITTEN IN LETIN,IT WAS WRITTEN IN LATIN
