=======================================================
acc,=,23.0
use_set,=,libri
hold_sec,=,1.0
batch_size_val,=,512
continue_from,=,models/deepspeech_20.pth.tar
save_folder,=,models/
force_duration,=,-1.0
hold_idx,=,-1
start_epoch,=,-1
checkpoint,=,True
seed,=,1
model_path,=,models/deepspeech_final.pth.tar
batch_1_file,=,fd-1.0_bs1_gpuFalse.csv
n_trials,=,-1
cpu,=,1
=======================================================
batch_num,batch_latency,batch_duration_s,batch_seq_len,batch_size_kb,item_num,item_latency,item_duration_s,item_seq_len,item_size_kb,word_count,char_count,word_err_count,char_err_count,pred,target
data
1,49.8761019707,1347.034999,135085,43127.648,1,0.489910840988,1347.034999,135085,43127.648,2,7,0,0,A STORY,A STORY
1,49.8761019707,1347.034999,135085,43127.648,2,0.536998987198,1.42,143,45.484,1,9,0,0,DIRECTION,DIRECTION
1,49.8761019707,1347.034999,135085,43127.648,3,0.545146226883,1.485,149,47.564,2,9,2,4,FIRST TOO,VERSE TWO
1,49.8761019707,1347.034999,135085,43127.648,4,0.501991033554,1.63,164,52.204,2,7,1,2,OH AMIEL,OH EMIL
1,49.8761019707,1347.034999,135085,43127.648,5,0.522148132324,1.685,169,53.964,2,9,1,1,INDEED A,INDEED AH
1,49.8761019707,1347.034999,135085,43127.648,6,0.522119045258,1.695,170,54.284,2,14,2,2,FAREWEL MADAME,FAREWELL MADAM
1,49.8761019707,1347.034999,135085,43127.648,7,0.54816198349,1.74,175,55.724,2,10,2,3,FOR ALCE,POOR ALICE
1,49.8761019707,1347.034999,135085,43127.648,8,0.560022115707,1.795,180,57.484,4,19,0,0,THERE JUST IN FRONT,THERE JUST IN FRONT
1,49.8761019707,1347.034999,135085,43127.648,9,0.566871881485,1.805,181,57.804,3,14,3,6,FA NSTERS NIT,HANS STIRS NOT
1,49.8761019707,1347.034999,135085,43127.648,10,0.566376924515,1.81,182,57.964,1,6,1,3,THENISE,VENICE
1,49.8761019707,1347.034999,135085,43127.648,11,0.568912029266,1.81,182,57.964,2,12,1,1,MARIE SIHED,MARIE SIGHED
1,49.8761019707,1347.034999,135085,43127.648,12,0.566592216492,1.815,182,58.124,3,13,0,0,WHAT WAS THAT,WHAT WAS THAT
1,49.8761019707,1347.034999,135085,43127.648,13,0.574527978897,1.82,183,58.284,5,23,0,0,WILL YOU FORGIVE ME NOW,WILL YOU FORGIVE ME NOW
1,49.8761019707,1347.034999,135085,43127.648,14,0.574245929718,1.825,183,58.444,5,24,2,6,PAUST IX TO HIS THEME,PAUL STICKS TO HIS THEME
1,49.8761019707,1347.034999,135085,43127.648,15,0.590102910995,1.87,188,59.884,2,5,1,2,I ME,AY ME
1,49.8761019707,1347.034999,135085,43127.648,16,0.596067905426,1.88,189,60.204,7,28,2,2,THERE'S NO FEAR OF THAT SIR,THERE IS NO FEAR OF THAT SIR
1,49.8761019707,1347.034999,135085,43127.648,17,0.593058824539,1.895,190,60.684,4,26,2,5,THEREA SHE SOMDENLY REMARKED,THEN SHE SUDDENLY REMARKED
1,49.8761019707,1347.034999,135085,43127.648,18,0.606935977936,1.9,191,60.844,5,21,0,0,I MUST KNOW ABOUT YOU,I MUST KNOW ABOUT YOU
1,49.8761019707,1347.034999,135085,43127.648,19,0.604496955872,1.905,191,61.004,5,25,2,6,I DOITING YOUR KITCHEN,I DELIGHT IN YOUR KITCHEN
1,49.8761019707,1347.034999,135085,43127.648,20,0.604483127594,1.905,191,61.004,4,21,3,5,TINK YOU DORCASTER,THANK YOU DORCAS DEAR
1,49.8761019707,1347.034999,135085,43127.648,21,0.60719704628,1.905,191,61.004,2,16,0,0,EXPLAIN YOURSELF,EXPLAIN YOURSELF
1,49.8761019707,1347.034999,135085,43127.648,22,0.604172945023,1.915,192,61.324,4,18,0,0,HE KNOWS THEM BOTH,HE KNOWS THEM BOTH
1,49.8761019707,1347.034999,135085,43127.648,23,0.611004829407,1.92,193,61.484,4,21,0,0,YOU ARE POSITIVE THEN,YOU ARE POSITIVE THEN
