=======================================================
acc,=,23.0
use_set,=,libri
hold_sec,=,1.0
batch_size_val,=,4
continue_from,=,models/deepspeech_20.pth.tar
save_folder,=,models/
force_duration,=,-1.0
hold_idx,=,-1
start_epoch,=,-1
checkpoint,=,True
seed,=,1
model_path,=,models/deepspeech_final.pth.tar
batch_1_file,=,fd-1.0_bs1_gpuFalse.csv
n_trials,=,-1
cpu,=,1
=======================================================
batch_num,batch_latency,batch_duration_s,batch_seq_len,batch_size_kb,item_num,item_latency,item_duration_s,item_seq_len,item_size_kb,word_count,char_count,word_err_count,char_err_count,pred,target
data
1,1.03809809685,5.82,585,186.416,1,0.497039794922,1.285,129,41.164,2,7,0,0,A STORY,A STORY
1,1.03809809685,5.82,585,186.416,2,0.511313915253,1.42,143,45.484,1,9,0,0,DIRECTION,DIRECTION
1,1.03809809685,5.82,585,186.416,3,0.557194948196,1.485,149,47.564,2,9,2,4,FIRST TOO,VERSE TWO
1,1.03809809685,5.82,585,186.416,4,0.636781930923,1.63,164,52.204,2,7,1,2,OH AMIEL,OH EMIL
2,1.12221193314,6.915,694,221.456,5,0.656391859055,1.685,169,53.964,2,9,1,3,INDEED,INDEED AH
2,1.12221193314,6.915,694,221.456,6,0.619039058685,1.695,170,54.284,2,14,2,2,FAREWEL MADAME,FAREWELL MADAM
2,1.12221193314,6.915,694,221.456,7,0.658285140991,1.74,175,55.724,2,10,2,4,FOR ALC,POOR ALICE
2,1.12221193314,6.915,694,221.456,8,0.714066982269,1.795,180,57.484,4,19,0,0,THERE JUST IN FRONT,THERE JUST IN FRONT
3,1.0712428093,7.24,727,231.856,9,0.741302013397,1.805,181,57.804,3,14,3,7,FA NSTERS NI,HANS STIRS NOT
3,1.0712428093,7.24,727,231.856,10,0.677357196808,1.81,182,57.964,1,6,1,3,THENISE,VENICE
3,1.0712428093,7.24,727,231.856,11,0.699728965759,1.81,182,57.964,2,12,1,1,MARIE SIHED,MARIE SIGHED
3,1.0712428093,7.24,727,231.856,12,0.743602991104,1.815,182,58.124,3,13,0,0,WHAT WAS THAT,WHAT WAS THAT
4,1.11161398888,7.395,743,236.816,13,0.698137044907,1.82,183,58.284,5,23,0,0,WILL YOU FORGIVE ME NOW,WILL YOU FORGIVE ME NOW
4,1.11161398888,7.395,743,236.816,14,0.721479177475,1.825,183,58.444,5,24,3,8,PAUST IX TO HIS THE,PAUL STICKS TO HIS THEME
4,1.11161398888,7.395,743,236.816,15,0.728001832962,1.87,188,59.884,2,5,1,2,I ME,AY ME
4,1.11161398888,7.395,743,236.816,16,0.757849931717,1.88,189,60.204,7,28,2,2,THERE'S NO FEAR OF THAT SIR,THERE IS NO FEAR OF THAT SIR
5,1.11979293823,7.605,763,243.536,17,0.769120931625,1.895,190,60.684,4,26,3,8,THEREA SHE SOMDENLY REMAR,THEN SHE SUDDENLY REMARKED
5,1.11979293823,7.605,763,243.536,18,0.765732049942,1.9,191,60.844,5,21,0,0,I MUST KNOW ABOUT YOU,I MUST KNOW ABOUT YOU
5,1.11979293823,7.605,763,243.536,19,0.75372004509,1.905,191,61.004,5,25,2,6,I DOITING YOUR KITCHEN,I DELIGHT IN YOUR KITCHEN
5,1.11979293823,7.605,763,243.536,20,0.798624992371,1.905,191,61.004,4,21,3,5,TINK YOU DORCASTER,THANK YOU DORCAS DEAR
6,1.16442894936,7.68,771,245.936,21,0.790965080261,1.905,191,61.004,2,16,0,0,EXPLAIN YOURSELF,EXPLAIN YOURSELF
6,1.16442894936,7.68,771,245.936,22,0.738826036453,1.915,192,61.324,4,18,0,0,HE KNOWS THEM BOTH,HE KNOWS THEM BOTH
6,1.16442894936,7.68,771,245.936,23,0.749602079391,1.92,193,61.484,4,21,0,0,YOU ARE POSITIVE THEN,YOU ARE POSITIVE THEN
6,1.16442894936,7.68,771,245.936,24,0.772750139236,1.94,195,62.124,4,20,0,0,IT IS ANNOYANCE THEN,IT IS ANNOYANCE THEN
7,1.14032006264,7.805,783,249.936,25,0.747761964798,1.945,195,62.284,5,23,1,1,IT WAS WRITTEN IN LETIN,IT WAS WRITTEN IN LATIN
7,1.14032006264,7.805,783,249.936,26,0.762246131897,1.95,196,62.444,8,33,1,1,HAVE I TOLD YOU ABOUT MY NEW PLA,HAVE I TOLD YOU ABOUT MY NEW PLAY
7,1.14032006264,7.805,783,249.936,27,0.763054847717,1.955,196,62.604,4,21,4,8,SUPPOSITS OF BRAND,SUPPOSE IT'S A FRIEND
7,1.14032006264,7.805,783,249.936,28,0.739659070969,1.955,196,62.604,6,30,1,2,WHERE WAS THE USE OF AMAGININ,WHERE WAS THE USE OF IMAGINING
8,1.16559100151,7.89,792,252.656,29,0.780120849609,1.96,197,62.764,6,27,0,0,THAT'S THE WAY OF THE WORLD,THAT'S THE WAY OF THE WORLD
8,1.16559100151,7.89,792,252.656,30,0.762798070908,1.975,198,63.244,3,22,1,1,EXPERIENCE PROVES THAS,EXPERIENCE PROVES THIS
8,1.16559100151,7.89,792,252.656,31,0.761324882507,1.975,198,63.244,8,35,2,1,WE DON'T KNOW WHEREIT WILL TAKE US,WE DON'T KNOW WHERE IT WILL TAKE US
8,1.16559100151,7.89,792,252.656,32,0.786955833435,1.98,199,63.404,4,18,1,1,I WILL PRACTISE IT,I WILL PRACTICE IT
9,1.18498516083,7.96,799,254.896,33,0.828088998795,1.98,199,63.404,6,23,0,0,ONLY FOR A MINUTE OR SO,ONLY FOR A MINUTE OR SO
9,1.18498516083,7.96,799,254.896,34,0.786926031113,1.99,200,63.724,6,29,3,3,BUT WE'REGOING JUST E SAME,BUT WE'RE GOING JUST THE SAME
9,1.18498516083,7.96,799,254.896,35,0.804391145706,1.995,200,63.884,6,28,1,1,I NAMED NINE OTHERS IND SAID,I NAMED NINE OTHERS AND SAID
9,1.18498516083,7.96,799,254.896,36,0.826635837555,1.995,200,63.884,3,20,1,6,FERNETIAN VERY GOOD,PHOENICIAN VERY GOOD
10,1.17353391647,8.015,805,256.656,37,0.823615789413,2.0,201,64.044,5,22,0,0,NO GOOD MY DEAR WATSON,NO GOOD MY DEAR WATSON
10,1.17353391647,8.015,805,256.656,38,0.796957969666,2.0,201,64.044,4,22,4,11,FOU TELL O LA,WON'T YOU TELL DOUGLAS
10,1.17353391647,8.015,805,256.656,39,0.842585802078,2.005,201,64.204,5,28,2,2,AT ANOTHER TIME HAROLD ASKE,AT ANOTHER TIME HARALD ASKED
10,1.17353391647,8.015,805,256.656,40,0.810490131378,2.01,202,64.364,3,15,1,1,YES SAID RECHEL,YES SAID RACHEL
11,1.19617605209,8.085,812,258.896,41,0.77156996727,2.02,203,64.684,2,13,1,2,SQUEAK SQUICK,SQUEAK SQUEAK
11,1.19617605209,8.085,812,258.896,42,0.831555843353,2.02,203,64.684,5,28,1,1,TO MORROW AS THE EXAMINATION,TO MORROW IS THE EXAMINATION
11,1.19617605209,8.085,812,258.896,43,0.797356128693,2.02,203,64.684,6,28,4,6,THE LAT A JECKEDHIM THEN,THE LAD HAD CHECKED HIM THEN
11,1.19617605209,8.085,812,258.896,44,0.770265817642,2.025,203,64.844,8,33,3,6,HE WAS THE LAST ATURND TO CRYST,HE WAS THE LAST TO TURN TO CHRIST
12,1.20358181,8.155,819,261.136,45,0.759009122849,2.03,204,65.004,6,33,2,2,FROBABLY NOT TLL THE SECOND POST,PROBABLY NOT TILL THE SECOND POST
12,1.20358181,8.155,819,261.136,46,0.791394948959,2.035,204,65.164,5,29,5,14,AD AXANDER THAT OU SLEEPLY,ALEXANDRA LETS YOU SLEEP LATE
12,1.20358181,8.155,819,261.136,47,0.784223079681,2.04,205,65.324,6,29,2,4,IT A STOCK COMPANY IN RICH,IT'S A STOCK COMPANY AND RICH
12,1.20358181,8.155,819,261.136,48,0.813504934311,2.05,206,65.644,2,14,0,0,ROBIN FITZOOTH,ROBIN FITZOOTH
13,1.27022504807,8.25,828,264.176,49,0.785594940186,2.06,207,65.964,5,25,1,1,AND ONE MORE THES MORNING,AND ONE MORE THIS MORNING
13,1.27022504807,8.25,828,264.176,50,0.824865102768,2.06,207,65.964,7,34,0,0,THE ROOM WAS EMPTY WHEN HE ENTERED,THE ROOM WAS EMPTY WHEN HE ENTERED
13,1.27022504807,8.25,828,264.176,51,0.83389210701,2.065,207,66.124,9,40,6,13,I DON'T MOT ESTAND AROUND OF NOGON,I DON'T WANT TO STAND AROUND AND LOOK ON
13,1.27022504807,8.25,828,264.176,52,0.831968784332,2.065,207,66.124,7,29,0,0,HE PUT HIS SHOES ON THE TABLE,HE PUT HIS SHOES ON THE TABLE
14,1.31484103203,8.365,840,267.856,53,0.830930948257,2.085,209,66.764,5,23,0,0,HE COULD WAIT NO LONGER,HE COULD WAIT NO LONGER
14,1.31484103203,8.365,840,267.856,54,0.833126068115,2.09,210,66.924,7,26,3,4,HO BARTLY WHAT AM MI TO DO,OH BARTLEY WHAT AM I TO DO
14,1.31484103203,8.365,840,267.856,55,0.857713937759,2.09,210,66.924,7,30,0,0,I GOT IN ABOUT TEN MINUTES AGO,I GOT IN ABOUT TEN MINUTES AGO
14,1.31484103203,8.365,840,267.856,56,0.849076032639,2.1,211,67.244,8,41,1,1,SHE DOESN'T TAKE OP WITH ANYBODY YOU KNOW,SHE DOESN'T TAKE UP WITH ANYBODY YOU KNOW
15,1.3020401001,8.435,847,270.096,57,0.815744876862,2.105,211,67.404,6,28,3,3,THE WORK HAD THE BECONDENSED,THE WORK HAD TO BE CONDENSED
15,1.3020401001,8.435,847,270.096,58,0.846832990646,2.11,212,67.564,6,24,2,2,WHYRE WE TO BE DIVIDED,WHY ARE WE TO BE DIVIDED
15,1.3020401001,8.435,847,270.096,59,0.85273194313,2.11,212,67.564,3,15,0,0,SLANG IS ODIOUS,SLANG IS ODIOUS
15,1.3020401001,8.435,847,270.096,60,0.79826593399,2.11,212,67.564,5,26,2,4,ALEXENDRA DID NOT SET DOWN,ALEXANDER DID NOT SIT DOWN
16,1.31371903419,8.44,848,270.256,61,0.820436954498,2.11,212,67.564,8,28,5,7,HE HAS BUT A BAY THAN TEN SAI,HE IS BUT A BOY THE MEN SAID
16,1.31371903419,8.44,848,270.256,62,0.82506608963,2.11,212,67.564,2,13,1,2,FINE CLORRIOUS,FINE GLORIOUS
16,1.31371903419,8.44,848,270.256,63,0.827799081802,2.11,212,67.564,7,32,1,1,I PAINTED THE EYES WRED FOR ANGER,I PAINTED THE EYES RED FOR ANGER
16,1.31371903419,8.44,848,270.256,64,0.814754962921,2.11,212,67.564,3,19,3,7,HESTORYS WIE,THE STORY'S WRITTEN
17,1.30959606171,8.49,852,271.856,65,0.827163934708,2.11,212,67.564,4,14,0,0,I AM VERY GLAD,I AM VERY GLAD
17,1.30959606171,8.49,852,271.856,66,0.859366178513,2.125,213,68.044,6,26,0,0,ALL IS SAID WITHOUT A WORD,ALL IS SAID WITHOUT A WORD
17,1.30959606171,8.49,852,271.856,67,0.831654071808,2.125,213,68.044,5,28,2,5,ALIZE OF PARSONS SHOOK HER HEAD,ELIZA PARSONS SHOOK HER HEAD
17,1.30959606171,8.49,852,271.856,68,0.862313985825,2.13,214,68.204,4,27,0,0,THE WOMAN SEEMED THOUGHTFUL,THE WOMAN SEEMED THOUGHTFUL
18,1.2840359211,8.535,856,273.296,69,0.834897041321,2.13,214,68.204,7,36,2,5,AN THE LEADER PARTED FROM THE LI,THEN THE LEADER PARTED FROM THE LINE
18,1.2840359211,8.535,856,273.296,70,0.866726875305,2.135,214,68.364,6,30,3,7,I'LL PAY LL THE COSPICEITES,I'LL PAY ALL THE COSTS BESIDES
18,1.2840359211,8.535,856,273.296,71,0.852617025375,2.135,214,68.364,7,32,2,2,BRING IN THE DABLEWE ARE HUNGRY,BRING IN THE TABLE WE ARE HUNGRY
18,1.2840359211,8.535,856,273.296,72,0.869225978851,2.135,214,68.364,3,13,0,0,WHAT IS SLANG,WHAT IS SLANG
19,1.31436109543,8.555,859,273.936,73,0.873635053635,2.135,214,68.364,7,38,0,0,YOU DON'T SEEM TO REALIZE THE POSITION,YOU DON'T SEEM TO REALIZE THE POSITION
19,1.31436109543,8.555,859,273.936,74,0.833070039749,2.14,215,68.524,6,19,2,3,IT ISN'T DUTY SAID I,IT IS A DUTY SAID I
19,1.31436109543,8.555,859,273.936,75,0.892577171326,2.14,215,68.524,4,23,0,0,AIN'T THEY THE GREATEST,AIN'T THEY THE GREATEST
19,1.31436109543,8.555,859,273.936,76,0.857729911804,2.14,215,68.524,7,37,0,0,YOUR MOTHER THE QUEEN WAS STANDING BY,YOUR MOTHER THE QUEEN WAS STANDING BY
20,1.27632904053,8.58,861,274.736,77,0.856819868088,2.14,215,68.524,6,26,0,0,HE MAKES IT SORT OF COZIER,HE MAKES IT SORT OF COZIER
20,1.27632904053,8.58,861,274.736,78,0.825925111771,2.145,215,68.684,5,23,1,2,I LUDE TO THE GODDESS,I ALLUDE TO THE GODDESS
20,1.27632904053,8.58,861,274.736,79,0.857816934586,2.145,215,68.684,6,31,1,1,JUST CLOSE THE DOOR SAID HOMES,JUST CLOSE THE DOOR SAID HOLMES
20,1.27632904053,8.58,861,274.736,80,0.840446233749,2.15,216,68.844,4,14,0,0,NOW TO BED BOY,NOW TO BED BOY
21,1.32767701149,8.63,866,276.336,81,0.828152894974,2.155,216,69.004,5,20,2,2,SO WIT IS SAND ANDERS,SO IT IS SAID ANDERS
21,1.32767701149,8.63,866,276.336,82,0.840402841568,2.155,216,69.004,4,28,2,5,THE FORMER BEOLORY GROANE,THE FORMER BOOLOOROO GROANED
21,1.32767701149,8.63,866,276.336,83,0.873600959778,2.16,217,69.164,6,29,1,1,WERN'T YOU HAPPY THEN AT ALL,WEREN'T YOU HAPPY THEN AT ALL
21,1.32767701149,8.63,866,276.336,84,0.829474210739,2.16,217,69.164,5,26,2,5,BUT THAT IS CATFEIR'S NIFE,BUT THAT IS KAFFAR'S KNIFE
22,1.32687306404,8.655,868,277.136,85,0.864106178284,2.16,217,69.164,7,22,1,1,HIM TO BE OR NOT TO BE,HAM TO BE OR NOT TO BE
22,1.32687306404,8.655,868,277.136,86,0.837679862976,2.165,217,69.324,7,33,0,0,SO WE HARRIED THE COAST OF NORWAY,SO WE HARRIED THE COAST OF NORWAY
22,1.32687306404,8.655,868,277.136,87,0.85068488121,2.165,217,69.324,7,36,1,2,AND HOW ODD THE DIRECTIONS FIRL LOOK,AND HOW ODD THE DIRECTIONS WILL LOOK
22,1.32687306404,8.655,868,277.136,88,0.882121086121,2.165,217,69.324,4,20,0,0,ANDERS FACE GREW RED,ANDERS FACE GREW RED
23,1.35717916489,8.680062,871,277.938,89,0.84925198555,2.165062,217,69.326,6,33,3,4,MISTRY AGO IS AN AMERICAND PHILIP,MISTER JAGO IS AN AMERICAN PHILIP
23,1.35717916489,8.680062,871,277.938,90,0.875962972641,2.17,218,69.484,7,34,4,3,IT'WILL BE NOTISAPPOINTMENT TO ME,IT WILL BE NO DISAPPOINTMENT TO ME
23,1.35717916489,8.680062,871,277.938,91,0.874366998672,2.17,218,69.484,3,12,0,0,AH VERY WELL,AH VERY WELL
23,1.35717916489,8.680062,871,277.938,92,0.861578941345,2.175,218,69.644,6,26,3,5,ELP WHELL SIR WHAT ABOUT IM,OH WELL SIR WHAT ABOUT HIM
24,1.31152510643,8.704937,872,278.734,93,0.933282852173,2.175,218,69.644,3,18,0,0,I DON'T ANTICIPATE,I DON'T ANTICIPATE
24,1.31152510643,8.704937,872,278.734,94,0.889312982559,2.175,218,69.644,5,24,0,0,NO MORE THAN THE DANCING,NO MORE THAN THE DANCING
24,1.31152510643,8.704937,872,278.734,95,0.834464073181,2.175,218,69.644,2,14,0,0,THE UNIVERSITY,THE UNIVERSITY
24,1.31152510643,8.704937,872,278.734,96,0.848263978958,2.179937,218,69.802,3,21,1,1,HES SWIFTLY PUNISHED,HE'S SWIFTLY PUNISHED
25,1.34503602982,8.74,878,279.856,97,0.875121116638,2.18,219,69.804,3,13,0,0,YES DON'T YOU,YES DON'T YOU
25,1.34503602982,8.74,878,279.856,98,0.864954948425,2.18,219,69.804,9,34,1,1,IF I FEEL THAT WAY I FEEL THAT WA,IF I FEEL THAT WAY I FEEL THAT WAY
25,1.34503602982,8.74,878,279.856,99,0.863632917404,2.19,220,70.124,4,21,0,0,YOU KNOW CAPTAIN LAKE,YOU KNOW CAPTAIN LAKE
25,1.34503602982,8.74,878,279.856,100,0.858844995499,2.19,220,70.124,4,20,0,0,LOOK CLOSELY AT LIFE,LOOK CLOSELY AT LIFE
26,1.34333610535,8.855,888,283.536,101,0.866500854492,2.21,222,70.764,7,27,1,1,POISER IS NOT AT HOME IS HE,POYSER IS NOT AT HOME IS HE
26,1.34333610535,8.855,888,283.536,102,0.841366052628,2.215,222,70.924,7,35,1,1,THEN HE TURNED O ME AGAIN FROWNING,THEN HE TURNED TO ME AGAIN FROWNING
26,1.34333610535,8.855,888,283.536,103,0.886653184891,2.215,222,70.924,2,17,2,9,STUFF ANALSTEDILOS,STEPHANOS DEDALOS
